"","Product","TitleOfReviews","NameOfReviewer","Date","Ratings","TypeOfReview","Reviews"
"41","Premium Stainless Steel Food Tongs",NA,"Norma Doyle","Reviewed in Australia on 22 November 2023","4.6 out of 5 stars","Verified Purchase","Love my 9 inch and 12 inch tongs."
"42","Premium Stainless Steel Food Tongs",NA,"Andrew Symons","Reviewed in Australia on 27 August 2023","5.0 out of 5 stars","Verified Purchase","long ones ideal for the BBQ"
"43","Premium Stainless Steel Food Tongs",NA,"Pamina Garrick","Reviewed in Australia on 21 May 2023","3.0 out of 5 stars","Verified Purchase","These stylish little tongs are durable to cook with and sleek enough to have on the table for service.A long and a short one in the purchase they are great!"
"44","Premium Stainless Steel Food Tongs",NA,"Duncan Fraser","Reviewed in Australia on 15 May 2023","5.0 out of 5 stars","Verified Purchase","Handy to have a long and a shorter version.  The pull close/open is quick & easy to use."
"45","Premium Stainless Steel Food Tongs",NA,"Nikgringo","Reviewed in Australia on 28 December 2022","5.0 out of 5 stars","Verified Purchase","Exactly what I'd hope for.  Has a pull out ring for locking/unlocking."
"46","Premium Stainless Steel Food Tongs",NA,"Margaret G","Reviewed in Australia on 31 December 2022","5.0 out of 5 stars","Verified Purchase","Perfect"
"47","Premium Stainless Steel Food Tongs",NA,"David Powers","Reviewed in Australia on 17 January 2023","5.0 out of 5 stars","Verified Purchase","I was a bit sceptical after reading some of the reviews, but after 4 months of using and abusing them, washing them exclusively in the dishwasher, they still look like new.Let's be honest, they're just tongs, but they feel nice and quality built."
"48","Premium Stainless Steel Food Tongs",NA,"Kyle","Reviewed in Australia on 29 March 2023","5.0 out of 5 stars","Verified Purchase","Great items for great price. Couldn't find anything in general shops for the same quality and price tag"
"49","Premium Stainless Steel Food Tongs",NA,"Jamie","Reviewed in Australia on 14 July 2022","5.0 out of 5 stars","Verified Purchase","Quality of product excellent"
"50","Premium Stainless Steel Food Tongs",NA,"Tara","Reviewed in Australia on 20 November 2022","5.0 out of 5 stars","Verified Purchase","Good quality thongs!"
