"","Product","TitleOfReviews","NameOfReviewer","Date","Ratings","TypeOfReview","Reviews"
"28","40 PCS Sticky Traps, GeeRic Sticky Fruit Fly and Plant Gnat Bug Traps for Indoor/Outdoor Use, Dual-Sided Blue Sticky Traps Insect Catcher for White Flies, Mosquitos, Fungus Gnats, Flying Insects","Excellent purchase","Patricia","Reviewed in the United Kingdom on 27 February 2023","5.0 out of 5 stars","Verified Purchase","Excellent purchase"
"29","40 PCS Sticky Traps, GeeRic Sticky Fruit Fly and Plant Gnat Bug Traps for Indoor/Outdoor Use, Dual-Sided Blue Sticky Traps Insect Catcher for White Flies, Mosquitos, Fungus Gnats, Flying Insects","Super!","Patricia","Reviewed in Canada on 19 February 2024","5.0 out of 5 stars","Verified Purchase","Einfcah super und günstig."
"30","40 PCS Sticky Traps, GeeRic Sticky Fruit Fly and Plant Gnat Bug Traps for Indoor/Outdoor Use, Dual-Sided Blue Sticky Traps Insect Catcher for White Flies, Mosquitos, Fungus Gnats, Flying Insects","Efficace !","Mrs. J. Lawrence","Reviewed in the United Kingdom on 7 January 2023","5.0 out of 5 stars","Verified Purchase","Au bout de quelques minutes les moucherons de terreau se collent déjà à l'autocollant jaune, j'attends dans voir dans le temps si ça perdure!"
"31","40 PCS Sticky Traps, GeeRic Sticky Fruit Fly and Plant Gnat Bug Traps for Indoor/Outdoor Use, Dual-Sided Blue Sticky Traps Insect Catcher for White Flies, Mosquitos, Fungus Gnats, Flying Insects","Funcionan!","Ange n Sulley","Reviewed in Australia on 20 November 2023","4.2 out of 5 stars","Verified Purchase","Salvaron mis plantas de una invasión de mosquitas."
"32","40 PCS Sticky Traps, GeeRic Sticky Fruit Fly and Plant Gnat Bug Traps for Indoor/Outdoor Use, Dual-Sided Blue Sticky Traps Insect Catcher for White Flies, Mosquitos, Fungus Gnats, Flying Insects","Funcionan para insectos de Todo tipo","SophK","Reviewed in Australia on 20 January 2024","5.0 out of 5 stars","Verified Purchase","Me esta limpiando Todas Las Flores de araňas.. Perfecto."
"33","40 PCS Sticky Traps, GeeRic Sticky Fruit Fly and Plant Gnat Bug Traps for Indoor/Outdoor Use, Dual-Sided Blue Sticky Traps Insect Catcher for White Flies, Mosquitos, Fungus Gnats, Flying Insects","I should have bought two!!","Daniel","Reviewed in Spain on 6 December 2023","1.0 out of 5 stars","Verified Purchase","These are great. Just the right size, and sturdiness, and catch those wee bugs!!! I have found they go into the soil much easier if the soil is wet, and the ‘spike’ is bent slightly into a ‘v’.My only complaint is they work so well I need to buy more!!"
"34","40 PCS Sticky Traps, GeeRic Sticky Fruit Fly and Plant Gnat Bug Traps for Indoor/Outdoor Use, Dual-Sided Blue Sticky Traps Insect Catcher for White Flies, Mosquitos, Fungus Gnats, Flying Insects","Fait le boulot","SANTI","Reviewed in Spain on 27 October 2023","5.0 out of 5 stars","Verified Purchase","Acheté pour les thrips à la base. Alors je ne sais pas si ça attrape particulièrement les thrips (qui sont soit disant attirés par la couleur bleu) mais les collants fonctionnent bien et sont suffisamment gros, la pointe solide et facile à mettre dans le pot. Bref j'ai préféré ceux la à ceux en jaune que j'avais acheté ailleurs et qui étaient vraiment petits et moches. Et pour les thrips j'ai coupé toutes mes plantes gardé de belles racines et mis mes plantes tropicales en terrarium. Humidité à 90% la journée et 99% la nuit quand la lumière et le tapis chauffant sont éteints. Plus de thrips. Du coup maintenant les autocollants attrapent les mouches"
"35","40 PCS Sticky Traps, GeeRic Sticky Fruit Fly and Plant Gnat Bug Traps for Indoor/Outdoor Use, Dual-Sided Blue Sticky Traps Insect Catcher for White Flies, Mosquitos, Fungus Gnats, Flying Insects","Erfüllen ihren Zweck!","Melisa","Reviewed in Canada on 21 March 2024","5.0 out of 5 stars","Verified Purchase","Ich habe mir diese Sticker aufgrund der Farbe ausgesucht, da die Gelbsticker immer so herausscheinen. Sie kleben total gut und haben bisher schon super viele Fruchtfliegen gefangen, da ich bei meinen Avocado-Pflanzen immer Probleme damit habe. Preis-Leistungsverhältnis top!"
"36","40 PCS Sticky Traps, GeeRic Sticky Fruit Fly and Plant Gnat Bug Traps for Indoor/Outdoor Use, Dual-Sided Blue Sticky Traps Insect Catcher for White Flies, Mosquitos, Fungus Gnats, Flying Insects","Great value, work well","Laura","Reviewed in France on 30 May 2023","5.0 out of 5 stars","Verified Purchase","I got a bad batch of potting soil and my house plants became infested with fungas knats. With 15 mins of putting the stakes in, there were 20+ knats stuck. They have helped to identify what plants were worse and I've been able to dump the dirt and replant in sterile soil.The sticky stakes are double sided and quite large. When I go to replace them, I will cut them in half lengthwise.  Best to tilt the sticky part away from the plant because it will rip leaves if they get stuck."
"37","40 PCS Sticky Traps, GeeRic Sticky Fruit Fly and Plant Gnat Bug Traps for Indoor/Outdoor Use, Dual-Sided Blue Sticky Traps Insect Catcher for White Flies, Mosquitos, Fungus Gnats, Flying Insects","Maravilloso","Lucia Maier","Reviewed in Germany on 12 November 2023","5.0 out of 5 stars","Verified Purchase","Son super prácticos, compré tierra nueva y me salieron miles de mosquitas, pedí las pegatinas y fue mi salvación, ""incluso pensé en tirar las macetas"""
"38","40 PCS Sticky Traps, GeeRic Sticky Fruit Fly and Plant Gnat Bug Traps for Indoor/Outdoor Use, Dual-Sided Blue Sticky Traps Insect Catcher for White Flies, Mosquitos, Fungus Gnats, Flying Insects","Produit efficace","DeannaB","Reviewed in Canada on 4 February 2024","5.0 out of 5 stars","Verified Purchase","Pour mon premier achat j'en suis entièrement satisfaite. Produit très efficace."
"39","40 PCS Sticky Traps, GeeRic Sticky Fruit Fly and Plant Gnat Bug Traps for Indoor/Outdoor Use, Dual-Sided Blue Sticky Traps Insect Catcher for White Flies, Mosquitos, Fungus Gnats, Flying Insects","nicht auf Blumentöpfe kleben","Rosalín","Reviewed in Spain on 26 January 2024","5.0 out of 5 stars","Verified Purchase","Hinterlässt starke Rückstande wenn man es irgendwo aufklebt.Lieber Hängen oder in die Erde stecken.Hält was es verspricht"
"40","40 PCS Sticky Traps, GeeRic Sticky Fruit Fly and Plant Gnat Bug Traps for Indoor/Outdoor Use, Dual-Sided Blue Sticky Traps Insect Catcher for White Flies, Mosquitos, Fungus Gnats, Flying Insects","Pega muy bien","Client d'Amazon","Reviewed in France on 24 November 2023","5.0 out of 5 stars","Verified Purchase","Tiene buen pegamento y sigue pegando semanas despues por lo que no hay que usar apenas tiras . Lo ""malo"" es que hay que tener cuidado para que no se te peguen las hojas de las plantas."
"41","40 PCS Sticky Traps, GeeRic Sticky Fruit Fly and Plant Gnat Bug Traps for Indoor/Outdoor Use, Dual-Sided Blue Sticky Traps Insect Catcher for White Flies, Mosquitos, Fungus Gnats, Flying Insects","gut","Ange n Sulley","Reviewed in Australia on 20 November 2023","4.2 out of 5 stars","Verified Purchase","wirken gut, man sieht ob Schädlinge im Blumentopf sind"
"42","40 PCS Sticky Traps, GeeRic Sticky Fruit Fly and Plant Gnat Bug Traps for Indoor/Outdoor Use, Dual-Sided Blue Sticky Traps Insect Catcher for White Flies, Mosquitos, Fungus Gnats, Flying Insects","The product works!","SophK","Reviewed in Australia on 20 January 2024","5.0 out of 5 stars","Verified Purchase","Within minutes of us adding a few stickies to our plants, we had over a handful of flies on each sticky. Would definitely buy again. Great price with lots of stickies and great product too. No complaints here."
"43","40 PCS Sticky Traps, GeeRic Sticky Fruit Fly and Plant Gnat Bug Traps for Indoor/Outdoor Use, Dual-Sided Blue Sticky Traps Insect Catcher for White Flies, Mosquitos, Fungus Gnats, Flying Insects","Fonctionne très bien !","Elisabeth Gall","Reviewed in Germany on 29 August 2023","1.0 out of 5 stars","Verified Purchase","Attrape bien ces saloperies de thrips comme il faut !"
"44","40 PCS Sticky Traps, GeeRic Sticky Fruit Fly and Plant Gnat Bug Traps for Indoor/Outdoor Use, Dual-Sided Blue Sticky Traps Insect Catcher for White Flies, Mosquitos, Fungus Gnats, Flying Insects","Funcionan","Skye Brownie","Reviewed in Canada on 14 March 2024","5.0 out of 5 stars","Verified Purchase","Todo depende de la magnitud de la plaga de mosquitas que tengas en tus plantas, pero yo fue poner estas pegatinas y a la semana estaban llenas, no he conseguido acabar aún con la plaga por que hay mucha, pero este producto cumple su función"
"45","40 PCS Sticky Traps, GeeRic Sticky Fruit Fly and Plant Gnat Bug Traps for Indoor/Outdoor Use, Dual-Sided Blue Sticky Traps Insect Catcher for White Flies, Mosquitos, Fungus Gnats, Flying Insects","Amazing","Skye Brownie","Reviewed in France on 17 November 2023","5.0 out of 5 stars","Verified Purchase","Well worth the purchase and will buy again! My bag of dirt was infested with nat eggs so my apt was over run with them. I put these in every plant and within no time my problem was gone. I bought the yellow figuring it would attract the bugs quicker and it worked great."
"46","40 PCS Sticky Traps, GeeRic Sticky Fruit Fly and Plant Gnat Bug Traps for Indoor/Outdoor Use, Dual-Sided Blue Sticky Traps Insect Catcher for White Flies, Mosquitos, Fungus Gnats, Flying Insects","très efficace .","MiniMoon","Reviewed in Spain on 4 January 2024","5.0 out of 5 stars","Verified Purchase","pour les pucerons exc….évite de mettre des produits chimiques"
"47","40 PCS Sticky Traps, GeeRic Sticky Fruit Fly and Plant Gnat Bug Traps for Indoor/Outdoor Use, Dual-Sided Blue Sticky Traps Insect Catcher for White Flies, Mosquitos, Fungus Gnats, Flying Insects","Erfüllt seinen Zweck","Aloma","Reviewed in Canada on 21 March 2024","5.0 out of 5 stars","Verified Purchase","Die Lieferung kam schnell an und erfüllt seinen Zweck. Ich hab die Stecker für mein Anzuchthäuschen gegen Trauermücken bestellt und bin zuversichtlich das Problem damit in den Griff zu kriegen 👌 ich würde sie wieder kaufen."
"48","40 PCS Sticky Traps, GeeRic Sticky Fruit Fly and Plant Gnat Bug Traps for Indoor/Outdoor Use, Dual-Sided Blue Sticky Traps Insect Catcher for White Flies, Mosquitos, Fungus Gnats, Flying Insects","Heaven Sent ***VERY EFFECTIVE*** more than I expected :)","Nature Baby","Reviewed in France on 31 August 2023","5.0 out of 5 stars","Verified Purchase","I don't like to do reviews however, this one is KINGI did a few research online because of having problems with dirt flies or it's fruit flies that started to swarm my few Pepper plants and a few flowers/roses from the soil and it was getting to a point of frustration, these flies are frigging smart, it's like they know when you put down Apple cider, dish washing soap with anything else and all that you can throw at them,  they have or their Ancestors have either build in their DNA to things to avoid in the future, well they could not avoid this one, for the past 3 weeks I have been trying to get rid of them and success rate was next to none, I just saw more and more coming, Now since setting these traps, in one hour 70% of these pests were totally wiped out, honestly now I could sit and not worry about even one tried to block my vision.......WOW, WOW, WOW.....Look at the photo, I couldn't get 1 to take a lick at the  Apple cider, dish washing and everything else I throw at them, that photo attached is 2 of 40 that I set so I'm am 150% satisfied.Yesterday Saturday December 16, 2023 I order this product on Amazon.ca and it came in today just in time before I returned from Church, I didn't even undress my Sunday suit, I grabbed the package ripped it opened and started to set these baits, believe me when I say ""by time I was completed setting all 40 of these little babies, they wiped out almost half of the population or more of these Gnats, believe me"" I have found peace, I had no idea that Adult Gnats lay almost 50 eggs each day and what I've discovered is that from you see 1 of them, you better start setting traps like these, thank God, I have found peace from these pestilence...they are pest that will have you not want to walk around in your space, get them now, highly recommended......Finally I will place anther order to keep handy, Importantly what I have discovered in my research is this one BLESSED tip is to avoid watering your indoor plants from the top, have a water tray AND bottom water your plants so that the top of your soil will always stay dry about an inch, Gnats will not be able to lay their eggs in dry soul.. Blessed Love to you all and a Merry Christmas"
"49","40 PCS Sticky Traps, GeeRic Sticky Fruit Fly and Plant Gnat Bug Traps for Indoor/Outdoor Use, Dual-Sided Blue Sticky Traps Insect Catcher for White Flies, Mosquitos, Fungus Gnats, Flying Insects","Very Sticky","chaigneau claudette","Reviewed in Germany on 19 March 2023","5.0 out of 5 stars","Verified Purchase","These are very sticky and there are so many in the package. I'm not likely going to need nearly this many, but it's good to have extras in case! They're pretty big, so I cut them in half before sticking into my pots. Be careful to keep leaves out of the way, as they'll get stuck too!"
"50","40 PCS Sticky Traps, GeeRic Sticky Fruit Fly and Plant Gnat Bug Traps for Indoor/Outdoor Use, Dual-Sided Blue Sticky Traps Insect Catcher for White Flies, Mosquitos, Fungus Gnats, Flying Insects","These got to work on the fungus gnats!","Nadine","Reviewed in Canada on 17 December 2023","5.0 out of 5 stars","Verified Purchase","Wow! I am starting my first seeds inside before I can transplant outside. All of a sudden I see these little things crawling and flying around my plantings.  Fungus gnats!!!I opened this pack and pushed a couple into the soil and these sticker pads started working IMMEDIATELY!Very happy with this purchase and would happily recommend."
