"","Product","TitleOfReviews","NameOfReviewer","Date","Ratings","TypeOfReview","Reviews"
"11","XLUX Soil Moisture Sensor Meter Water Monitor, Hygrometer for Gardening, Farming,Plants, No Batteries Required, 2 Pack",NA,NA,NA,NA,NA,NA
"12","XLUX Soil Moisture Sensor Meter Water Monitor, Hygrometer for Gardening, Farming,Plants, No Batteries Required, 2 Pack",NA,NA,NA,NA,NA,NA
"13","XLUX Soil Moisture Sensor Meter Water Monitor, Hygrometer for Gardening, Farming,Plants, No Batteries Required, 2 Pack",NA,NA,NA,NA,NA,NA
"14","XLUX Soil Moisture Sensor Meter Water Monitor, Hygrometer for Gardening, Farming,Plants, No Batteries Required, 2 Pack",NA,NA,NA,NA,NA,NA
"15","XLUX Soil Moisture Sensor Meter Water Monitor, Hygrometer for Gardening, Farming,Plants, No Batteries Required, 2 Pack",NA,NA,NA,NA,NA,NA
"16","XLUX Soil Moisture Sensor Meter Water Monitor, Hygrometer for Gardening, Farming,Plants, No Batteries Required, 2 Pack",NA,NA,NA,NA,NA,NA
"17","XLUX Soil Moisture Sensor Meter Water Monitor, Hygrometer for Gardening, Farming,Plants, No Batteries Required, 2 Pack",NA,NA,NA,NA,NA,NA
"18","XLUX Soil Moisture Sensor Meter Water Monitor, Hygrometer for Gardening, Farming,Plants, No Batteries Required, 2 Pack",NA,NA,NA,NA,NA,NA
"19","XLUX Soil Moisture Sensor Meter Water Monitor, Hygrometer for Gardening, Farming,Plants, No Batteries Required, 2 Pack",NA,NA,NA,NA,NA,NA
"20","XLUX Soil Moisture Sensor Meter Water Monitor, Hygrometer for Gardening, Farming,Plants, No Batteries Required, 2 Pack",NA,NA,NA,NA,NA,NA
"21","XLUX Soil Moisture Sensor Meter Water Monitor, Hygrometer for Gardening, Farming,Plants, No Batteries Required, 2 Pack",NA,"Celeste",NA,"4.4 out of 5 stars","Verified Purchase","I definitely needed a way to monitor my plants and this works great.  Just stick it in the soil and it tells you how wet dry or in between it is."
"22","XLUX Soil Moisture Sensor Meter Water Monitor, Hygrometer for Gardening, Farming,Plants, No Batteries Required, 2 Pack",NA,"Amazon Customer",NA,"5.0 out of 5 stars","Verified Purchase","I was wondering why my plants were dying.  Well it appears I was over watering them.  This meter helps me not to over water.  My plants are thriving now.  Great idea."
"23","XLUX Soil Moisture Sensor Meter Water Monitor, Hygrometer for Gardening, Farming,Plants, No Batteries Required, 2 Pack",NA,"Stacy Keese",NA,"3.0 out of 5 stars","Verified Purchase","I use this meter on my indoor plants, as well as my outdoor potted plants. It seems accurate, and is really handy to have. My plants do better now that I over or under water them less often."
"24","XLUX Soil Moisture Sensor Meter Water Monitor, Hygrometer for Gardening, Farming,Plants, No Batteries Required, 2 Pack",NA,"Amazon Customer",NA,"5.0 out of 5 stars","Verified Purchase","This is easy to use and read. It will let you know if the plant is wet, dry or somewhere in between. You will need to know how moist your plants should be to get the best use of this. Also, be sure and clean the metal portion to keep it working and accurate. Instructions mention this."
"25","XLUX Soil Moisture Sensor Meter Water Monitor, Hygrometer for Gardening, Farming,Plants, No Batteries Required, 2 Pack",NA,"TM",NA,"5.0 out of 5 stars","Verified Purchase","This extra long probe fits into the pots of even my biggest plants and the reading is immediate. SO much better than my finger test for moisture. Also, some plants I thought weren't getting enough water were actually dry on top but very wet down below where my finger reached. I left it in a couple of plants as I watered them and watched the hygrometer register the water saturating the soil. Love this!"
"26","XLUX Soil Moisture Sensor Meter Water Monitor, Hygrometer for Gardening, Farming,Plants, No Batteries Required, 2 Pack",NA,"G O H",NA,"5.0 out of 5 stars","Verified Purchase","No more guessing whether to water our indoor plants or not, this has been such a help and wonder why we didn’t buy one before now."
"27","XLUX Soil Moisture Sensor Meter Water Monitor, Hygrometer for Gardening, Farming,Plants, No Batteries Required, 2 Pack",NA,"Pajamann",NA,"5.0 out of 5 stars","Verified Purchase","This is the perfect length for potted plants and soft outdoor soil.Don't force this while putting into soil. If it doesn't go in easily, pull it out and try a softer spot (or after watering). Make sure you wipe it off with a rag or paper towel after using."
"28","XLUX Soil Moisture Sensor Meter Water Monitor, Hygrometer for Gardening, Farming,Plants, No Batteries Required, 2 Pack",NA,"Arthur",NA,"5.0 out of 5 stars","Verified Purchase","The first moisture meter I received wasn't working properly but I was sent a replacement right away without any hassle and it works great for my plants. I truly appreciate that from a business, they listen to their customers and made it right! Thank you!"
"29","XLUX Soil Moisture Sensor Meter Water Monitor, Hygrometer for Gardening, Farming,Plants, No Batteries Required, 2 Pack",NA,"W",NA,"5.0 out of 5 stars","Verified Purchase","I tend to kill my plants with kindness aka overwatering. This gadget is wonderful to measure if a plant needs water or not! Love it!"
"30","XLUX Soil Moisture Sensor Meter Water Monitor, Hygrometer for Gardening, Farming,Plants, No Batteries Required, 2 Pack",NA,"Valleygirl7",NA,"5.0 out of 5 stars","Verified Purchase","I absolutely love this moisture meter!  Takes all the guess work out of plant watering. I do not have a green thumb, but with this meter everyone thinks I do😊"
"31","XLUX Soil Moisture Sensor Meter Water Monitor, Hygrometer for Gardening, Farming,Plants, No Batteries Required, 2 Pack",NA,"Celeste",NA,"4.4 out of 5 stars","Verified Purchase","Using this moisture meter is so much better than my prior method of sticking my finger in the soil to check if the plants needed water. A simple and useful device."
"32","XLUX Soil Moisture Sensor Meter Water Monitor, Hygrometer for Gardening, Farming,Plants, No Batteries Required, 2 Pack",NA,"Amazon Customer",NA,"5.0 out of 5 stars","Verified Purchase","This moisture meter is one of my best finds ever. It will save the life of many of my houseplants that I was overwatering.It is easy to read and gives you instant results - no batteries required."
"33","XLUX Soil Moisture Sensor Meter Water Monitor, Hygrometer for Gardening, Farming,Plants, No Batteries Required, 2 Pack",NA,"Joanne King",NA,"3.0 out of 5 stars","Verified Purchase","Comes nicely packaged and boxed. Instructions are clear and warnings prominent.  Have had only a short time.  Dial is responsive to soil moisture level when soil is dry or wet but cannot comment on accuracy of meter. Helpful to determine when soil is dry so as to prevent over watering."
"34","XLUX Soil Moisture Sensor Meter Water Monitor, Hygrometer for Gardening, Farming,Plants, No Batteries Required, 2 Pack",NA,"Kathy Millington",NA,"5.0 out of 5 stars","Verified Purchase","Good to know when my plant soil is dry and when to water.  I have a money tree plant and you're not supposed to water until the soil is dry."
"35","XLUX Soil Moisture Sensor Meter Water Monitor, Hygrometer for Gardening, Farming,Plants, No Batteries Required, 2 Pack",NA,"Amazon Customer",NA,"5.0 out of 5 stars","Verified Purchase","I have a large, 30+ year old ficus.  It's been a strange year and Freddie hasn't done well.  We bought this to keep track of his water needs.  It's been very helpful.  THis big boy can be touchy so staying aware of his water needs is helpful in keeping him moving forward."
"36","XLUX Soil Moisture Sensor Meter Water Monitor, Hygrometer for Gardening, Farming,Plants, No Batteries Required, 2 Pack",NA,"Linda",NA,"5.0 out of 5 stars","Verified Purchase","I used to water all my plants on a regular schedule. But now i see that some don't need it and some need it more often. This meter could not be easier. Every plant owner should invest in this meter."
"37","XLUX Soil Moisture Sensor Meter Water Monitor, Hygrometer for Gardening, Farming,Plants, No Batteries Required, 2 Pack",NA,"Reviewer",NA,"5.0 out of 5 stars","Verified Purchase","Best present I bought myself. I’ve been a plant person for a while. I always guessed if my plants needed water or stuck my finger in the top soil. My plants are doing much better"
"38","XLUX Soil Moisture Sensor Meter Water Monitor, Hygrometer for Gardening, Farming,Plants, No Batteries Required, 2 Pack",NA,"Melany",NA,"5.0 out of 5 stars","Verified Purchase","Very easy to use. Just insert in the soil and look at the dial. Wipe off soil after EACH use."
"39","XLUX Soil Moisture Sensor Meter Water Monitor, Hygrometer for Gardening, Farming,Plants, No Batteries Required, 2 Pack",NA,"elizabeth",NA,"5.0 out of 5 stars","Verified Purchase","I keep worrying about over or under watering my plants and this is perfect for figuring it out!"
"40","XLUX Soil Moisture Sensor Meter Water Monitor, Hygrometer for Gardening, Farming,Plants, No Batteries Required, 2 Pack",NA,"CSeles",NA,"5.0 out of 5 stars","Verified Purchase","So worried this was broken, happy to say I tested it on my potted plants and it works great!"
"41","XLUX Soil Moisture Sensor Meter Water Monitor, Hygrometer for Gardening, Farming,Plants, No Batteries Required, 2 Pack",NA,"Celeste",NA,"4.4 out of 5 stars","Verified Purchase","No more second guessing and over watering my plants. This meter works great I'm so happy I went ahead and made the purchase. It is definitely worth buying especially for the newbies. I like that it isn't battery operated."
"42","XLUX Soil Moisture Sensor Meter Water Monitor, Hygrometer for Gardening, Farming,Plants, No Batteries Required, 2 Pack",NA,"Amazon Customer",NA,"5.0 out of 5 stars","Verified Purchase","This moisture meter helps to keep my plants watered appropriately. No more root rot or wilted leaves!! I wish I had purchased it sooner. Gave one as a gift to another plant person!"
"43","XLUX Soil Moisture Sensor Meter Water Monitor, Hygrometer for Gardening, Farming,Plants, No Batteries Required, 2 Pack",NA,"Steph R",NA,"3.0 out of 5 stars","Verified Purchase","This device tells us how much or how little the growing soil needs water in seconds eliminating any guessing on our part"
"44","XLUX Soil Moisture Sensor Meter Water Monitor, Hygrometer for Gardening, Farming,Plants, No Batteries Required, 2 Pack",NA,"D. Meade",NA,"5.0 out of 5 stars","Verified Purchase","It is very easy to use.  Can't evaluate the accuracy yet but it certainly seems reasonable.  No battery, no button to push.  Just shove the probe into the pot and wait for the needle to settle down,"
"45","XLUX Soil Moisture Sensor Meter Water Monitor, Hygrometer for Gardening, Farming,Plants, No Batteries Required, 2 Pack",NA,"Stephanie Pitzer",NA,"5.0 out of 5 stars","Verified Purchase","Loved this device. My plants are looking so much better as they are getting the appropriate amount of water."
"46","XLUX Soil Moisture Sensor Meter Water Monitor, Hygrometer for Gardening, Farming,Plants, No Batteries Required, 2 Pack",NA,"H. Bud Smalley",NA,"5.0 out of 5 stars","Verified Purchase","I’m just now learning the best way to take care of different plants and this is helped me so much! To know when each plant needs to be watered"
"47","XLUX Soil Moisture Sensor Meter Water Monitor, Hygrometer for Gardening, Farming,Plants, No Batteries Required, 2 Pack",NA,"Mayer",NA,"5.0 out of 5 stars","Verified Purchase","This is a huge help in determining if a plant needs to be watered. I especially like that it is long and therefore cane be used in larger pots."
"48","XLUX Soil Moisture Sensor Meter Water Monitor, Hygrometer for Gardening, Farming,Plants, No Batteries Required, 2 Pack",NA,"Jessi",NA,"5.0 out of 5 stars","Verified Purchase","Delivered as promised,  simple to work so far so good ….."
"49","XLUX Soil Moisture Sensor Meter Water Monitor, Hygrometer for Gardening, Farming,Plants, No Batteries Required, 2 Pack",NA,"susie",NA,"5.0 out of 5 stars","Verified Purchase","I Love this tool.  It makes it so easy to see when it's time your plant needs water under the soil."
"50","XLUX Soil Moisture Sensor Meter Water Monitor, Hygrometer for Gardening, Farming,Plants, No Batteries Required, 2 Pack",NA,"Dan Taylor III",NA,"5.0 out of 5 stars","Verified Purchase","Good price for 2 moisture meters that are great for monitoring both indoor and outdoor plants. Also helps in knowing if your lawn really needs watering."
