"","Product","TitleOfReviews","NameOfReviewer","Date","Ratings","TypeOfReview","Reviews"
"15","Defender Slug and Snail Pellets 600g",NA,"cjane","Reviewed in Australia on 17 October 2021","5.0 out of 5 stars","Verified Purchase","No complaints"
"16","Defender Slug and Snail Pellets 600g",NA,"Greg Blackett","Reviewed in Australia on 29 October 2022","5.0 out of 5 stars","Verified Purchase","Convenient for me"
"17","Defender Slug and Snail Pellets 600g",NA,"Scott","Reviewed in Australia on 1 March 2023","5.0 out of 5 stars",NA,NA
"18","Defender Slug and Snail Pellets 600g",NA,"Catherine","Reviewed in Australia on 13 April 2023","5.0 out of 5 stars",NA,NA
"19","Defender Slug and Snail Pellets 600g",NA,NA,NA,"5.0 out of 5 stars",NA,NA
"20","Defender Slug and Snail Pellets 600g",NA,NA,NA,NA,NA,NA
"21","Defender Slug and Snail Pellets 600g",NA,"Salai Manimudian M S A","Reviewed in Australia on 24 February 2024","4.6 out of 5 stars","Verified Purchase","works well. expect a massacre in the garden~!"
"22","Defender Slug and Snail Pellets 600g",NA,"IndOzmum","Reviewed in Australia on 2 November 2022","5.0 out of 5 stars","Verified Purchase","It works!"
"23","Defender Slug and Snail Pellets 600g",NA,"J","Reviewed in Australia on 21 October 2021","3.0 out of 5 stars","Verified Purchase","😊"
"24","Defender Slug and Snail Pellets 600g",NA,"R","Reviewed in Australia on 27 November 2021","5.0 out of 5 stars","Verified Purchase","No garden should be without it. I highly recommend this seller"
"25","Defender Slug and Snail Pellets 600g",NA,"cjane","Reviewed in Australia on 17 October 2021","5.0 out of 5 stars","Verified Purchase","No complaints"
"26","Defender Slug and Snail Pellets 600g",NA,"Greg Blackett","Reviewed in Australia on 29 October 2022","5.0 out of 5 stars","Verified Purchase","Convenient for me"
"27","Defender Slug and Snail Pellets 600g",NA,"Scott","Reviewed in Australia on 1 March 2023","5.0 out of 5 stars",NA,NA
"28","Defender Slug and Snail Pellets 600g",NA,"Catherine","Reviewed in Australia on 13 April 2023","5.0 out of 5 stars",NA,NA
"29","Defender Slug and Snail Pellets 600g",NA,NA,NA,"5.0 out of 5 stars",NA,NA
"30","Defender Slug and Snail Pellets 600g",NA,NA,NA,NA,NA,NA
"31","Defender Slug and Snail Pellets 600g",NA,"Salai Manimudian M S A","Reviewed in Australia on 24 February 2024","4.6 out of 5 stars","Verified Purchase","works well. expect a massacre in the garden~!"
"32","Defender Slug and Snail Pellets 600g",NA,"IndOzmum","Reviewed in Australia on 2 November 2022","5.0 out of 5 stars","Verified Purchase","It works!"
"33","Defender Slug and Snail Pellets 600g",NA,"J","Reviewed in Australia on 21 October 2021","3.0 out of 5 stars","Verified Purchase","😊"
"34","Defender Slug and Snail Pellets 600g",NA,"R","Reviewed in Australia on 27 November 2021","5.0 out of 5 stars","Verified Purchase","No garden should be without it. I highly recommend this seller"
"35","Defender Slug and Snail Pellets 600g",NA,"cjane","Reviewed in Australia on 17 October 2021","5.0 out of 5 stars","Verified Purchase","No complaints"
"36","Defender Slug and Snail Pellets 600g",NA,"Greg Blackett","Reviewed in Australia on 29 October 2022","5.0 out of 5 stars","Verified Purchase","Convenient for me"
"37","Defender Slug and Snail Pellets 600g",NA,"Scott","Reviewed in Australia on 1 March 2023","5.0 out of 5 stars",NA,NA
"38","Defender Slug and Snail Pellets 600g",NA,"Catherine","Reviewed in Australia on 13 April 2023","5.0 out of 5 stars",NA,NA
"39","Defender Slug and Snail Pellets 600g",NA,NA,NA,"5.0 out of 5 stars",NA,NA
"40","Defender Slug and Snail Pellets 600g",NA,NA,NA,NA,NA,NA
"41","Defender Slug and Snail Pellets 600g",NA,"Salai Manimudian M S A","Reviewed in Australia on 24 February 2024","4.6 out of 5 stars","Verified Purchase","works well. expect a massacre in the garden~!"
"42","Defender Slug and Snail Pellets 600g",NA,"IndOzmum","Reviewed in Australia on 2 November 2022","5.0 out of 5 stars","Verified Purchase","It works!"
"43","Defender Slug and Snail Pellets 600g",NA,"J","Reviewed in Australia on 21 October 2021","3.0 out of 5 stars","Verified Purchase","😊"
"44","Defender Slug and Snail Pellets 600g",NA,"R","Reviewed in Australia on 27 November 2021","5.0 out of 5 stars","Verified Purchase","No garden should be without it. I highly recommend this seller"
"45","Defender Slug and Snail Pellets 600g",NA,"cjane","Reviewed in Australia on 17 October 2021","5.0 out of 5 stars","Verified Purchase","No complaints"
"46","Defender Slug and Snail Pellets 600g",NA,"Greg Blackett","Reviewed in Australia on 29 October 2022","5.0 out of 5 stars","Verified Purchase","Convenient for me"
"47","Defender Slug and Snail Pellets 600g",NA,"Scott","Reviewed in Australia on 1 March 2023","5.0 out of 5 stars",NA,NA
"48","Defender Slug and Snail Pellets 600g",NA,"Catherine","Reviewed in Australia on 13 April 2023","5.0 out of 5 stars",NA,NA
"49","Defender Slug and Snail Pellets 600g",NA,NA,NA,"5.0 out of 5 stars",NA,NA
"50","Defender Slug and Snail Pellets 600g",NA,NA,NA,NA,NA,NA
